1,TwoWheeler,1,.,.
2,FourWheeler,1,.,.
3,Van,1,.,.
4,MiniBus,1,.,.
5,Bus,1,.,.
6,ValvoBus,1,.,.
7,Drone,1,.,.
8,AirTaxi,1,.,.
9,Helicopter,1,.,.
10,Tractor,1,.,.
